date,open,high,low,close,volume,change
12/15/2018,3247.8,3282.3,3177,3200.8,359110,0.014683829
12/14/2018,3315.4,3336.6,3199.1,3247.8,445560,0.020783299
12/13/2018,3466.2,3474.4,3284.8,3315.3,435890,0.04548608
12/12/2018,3390.2,3510.2,3379.4,3466.1,391170,-0.016848908
12/11/2018,3460.4,3485.9,3349.9,3407.7,418530,0.015494322
12/10/2018,3566.9,3622.4,3412.7,3460.5,394490,0.030920387
12/9/2018,3430.3,3677.6,3424.2,3567.5,327930,-0.038430273
12/8/2018,3422.3,3507.7,3302.9,3430.4,424400,-0.002390392
12/7/2018,3508.9,3626.6,3251.8,3422.2,639330,0.025246917
12/6/2018,3771.4,3887.2,3505.7,3508.6,467540,0.074958673
12/5/2018,3958.1,3974.1,3765.2,3771.6,341600,0.049554566
12/4/2018,3899.9,4082.9,3809.3,3958.5,326710,-0.015334091
12/3/2018,4160.3,4177,3839.9,3897.8,355100,0.067371338
12/2/2018,4196.2,4316.1,4105.3,4160.4,298630,0.008604942
12/1/2018,4038.7,4299.1,3967.1,4196.2,316300,-0.037295648
11/30/2018,4296.8,4340.6,3954.5,4039.7,444520,0.063569077
11/29/2018,4265.5,4440.1,4140.6,4296.5,414460,-0.00723845
11/28/2018,3866.4,4391.8,3866.4,4265.4,533040,-0.093519951
11/27/2018,3840.3,3920.6,3687.8,3866.5,457270,-0.007629639
11/26/2018,4061,4179,3679.8,3837,571040,0.058691686
11/25/2018,3920.3,4198.4,3634.2,4062.2,619950,-0.034907193
11/24/2018,4397.3,4494.6,3821.5,3920.4,382720,0.121824304
11/23/2018,4360.9,4455.6,4223.7,4398,348990,-0.009549795
11/22/2018,4646.4,4695.7,4346.7,4356,261850,0.06489899
11/21/2018,4523,4743.7,4393,4638.7,412740,-0.024597409
11/20/2018,4883.6,5013.4,4272.3,4524.6,714080,0.079388233
11/19/2018,5660.4,5662.5,4831.1,4883.8,478260,0.158585528
11/18/2018,5621,5727.9,5615.5,5658.3,158680,-0.006450701
11/17/2018,5636.2,5645.5,5561.4,5621.8,156510,0.002561457
11/16/2018,5723.5,5747.7,5539.7,5636.2,224120,0.014673007
11/15/2018,5854,5878.5,5384.1,5718.9,375860,0.021595062
11/14/2018,6428.9,6453.3,5619.2,5842.4,438210,0.100438176
11/13/2018,6435,6466.8,6386.7,6429.2,137600,0.000902134
11/12/2018,6445,6475.9,6409.4,6435,130160,0.001724942
11/11/2018,6427.1,6451.7,6359,6446.1,127400,-0.002947519
11/10/2018,6411.9,6461.7,6411.7,6427.1,115870,-0.002349427
11/9/2018,6473.8,6496.1,6390,6412,151600,0.00966937
11/8/2018,6565.3,6577.3,6466.3,6474,159300,0.014102564
11/7/2018,6503.1,6594.3,6502,6565.3,170760,-0.009519748
11/6/2018,6460.4,6509.6,6441.6,6502.8,154870,-0.006627914
11/5/2018,6478.2,6489.2,6431.7,6459.7,128510,0.00286391
11/4/2018,6386.2,6508.9,6359.7,6478.2,128760,-0.014201476
11/3/2018,6424.5,6429.5,6346.2,6386.2,112840,0.006028624
11/2/2018,6400.5,6444.3,6390.9,6424.7,135870,-0.003766713
11/1/2018,6365.9,6421.8,6354.2,6400.5,124160,-0.005405828
10/31/2018,6327.9,6405.7,6257.8,6365.9,129060,-0.006314897
10/30/2018,6336.7,6469.9,6316.5,6325.7,128210,0.001470193
10/29/2018,6486.1,6498.4,6310.5,6335,160520,0.023851618
10/28/2018,6494.6,6502.2,6461.2,6486.1,93970,0.001248824
10/27/2018,6510,6534,6473.7,6494.2,76720,0.00243294
10/26/2018,6507,6570.5,6498.5,6510,97170,-0.000460829
10/25/2018,6532.5,6544.8,6491.5,6507,97430,0.003642231
10/24/2018,6531.2,6593.8,6522.6,6530.7,98740,-0.000306246
10/23/2018,6558.6,6573.6,6500.5,6528.7,108860,0.004150903
10/22/2018,6583,6612.7,6529.5,6555.8,101570,0.004148998
10/21/2018,6575.9,6643.1,6568,6583,92940,-0.001640589
10/20/2018,6511.7,6593.7,6495.9,6572.2,97770,-0.009159794
10/19/2018,6576.4,6603.2,6506.9,6512,121440,0.009536241
10/18/2018,6690.1,6736.3,6530.6,6574.1,134150,0.017112609
10/17/2018,6718.9,6745.9,6637.8,6686.6,136710,0.002796638
10/16/2018,6712.4,6836.7,6645.4,6705.3,155850,-0.000820247
10/15/2018,6326.8,7358.4,6300.2,6699.8,443330,-0.055673304
10/14/2018,6321.6,6390.9,6300,6326.8,99380,-0.000806095
10/13/2018,6291.3,6329.3,6282.8,6321.7,94450,-0.004808833
10/12/2018,6239.2,6344.8,6206.8,6291.3,147400,-0.008297172
10/11/2018,6618,6622.5,6206.2,6239.1,245280,0.060729913
10/10/2018,6650.6,6653.5,6526,6618,101930,0.00495618
10/9/2018,6669.6,6678.9,6613.3,6650.8,80790,0.002826728
10/8/2018,6611,6699.5,6589.9,6669.6,119680,-0.008786134
10/7/2018,6596.3,6633.9,6523.8,6611,77060,-0.002223567
10/6/2018,6639.1,6661.5,6550.4,6596.3,9180000,0.006488486
10/5/2018,6584.2,6682.3,6537.6,6639.1,9340000,-0.008269193
10/4/2018,6509.2,6653,6487.8,6584.2,9310000,-0.011603536
10/3/2018,6549.9,6563.5,6429.6,6507.8,9210000,0.00646916
10/2/2018,6608.2,6645.7,6034.9,6549.9,9340000,0.008900899
10/1/2018,6635.2,6674.7,6072.7,6608.2,9190000,0.004085833
9/30/2018,6603.9,6673.9,6533.5,6635.2,9340000,-0.004717265
9/29/2018,6633.9,6648.4,6464.4,6603.9,9420000,0.004860764
9/28/2018,6685.7,6809.2,6538.6,6636,9570000,0.008016878
9/27/2018,6463.7,6738.3,6428.8,6689.2,9340000,-0.03305328
9/26/2018,6443,6551.9,6384.1,6468.1,8640000,-0.003555913
9/25/2018,6590.6,6590.6,5977,6445.1,7340000,0.021566772
9/24/2018,6713.3,6728.1,6559.1,6584.1,7570000,0.018225726
9/23/2018,6729.6,6789.4,6666.4,6704.1,7340000,0.003803643
9/22/2018,6766.7,6833.3,6635.5,6729.6,7310000,0.005512958
9/21/2018,6490.9,6780.5,6489.8,6766.7,7730000,-0.04100965
9/20/2018,6390.4,6537.5,6346.4,6489.2,5180000,-0.015225297
9/19/2018,6342,6478.7,6144.5,6390.4,3540000,-0.007573861
9/18/2018,6251.9,6388.8,6228.8,6342,2820000,-0.014206875
9/17/2018,6500.2,6533.5,6215.9,6251.9,3260000,0.039715926
9/16/2018,6519,6520.8,6406.2,6500.2,3340000,0.002892219
9/15/2018,6482.6,6562.9,6470.3,6519,3160000,-0.005414941
9/14/2018,6482.9,6579.4,6412.1,6483.7,3200000,-0.000123386
9/13/2018,6338,6867.3,6337.8,6482.9,3530000,-0.022351108
9/12/2018,6293.9,6353.5,6204.5,6338,3040000,-0.006958031
9/11/2018,6320.7,6391.8,6189.6,6293.9,3300000,0.004305756
9/10/2018,6238.5,6358.5,6237.3,6321,3110000,-0.013051732
9/9/2018,6184.3,6432.6,6148.8,6238.5,2840000,-0.008687986
9/8/2018,6390.9,6484.3,6132.3,6184.3,3460000,0.033407176
9/7/2018,6514.1,6540.6,6316.2,6390.9,3300000,0.019261763
9/6/2018,6706.8,6732.9,6337.8,6514,4020000,0.029597789
9/5/2018,7377.5,7407.5,6691.8,6706.8,4550000,0.100002982
9/4/2018,7264.2,7409.9,7234.5,7377.5,3920000,-0.015357506
9/3/2018,7289.8,7330.7,7182.8,7264.2,3870000,0.004088544
9/2/2018,7189.6,7334.8,7117.3,7293.9,3900000,-0.01429962
9/1/2018,7032.4,7264.3,7020.4,7189.6,3520000,-0.02167019
8/31/2018,6993.7,7080.2,6698,7033.8,4210000,-0.005701044
8/30/2018,7029.2,7050.2,6798,6993.7,3740000,0.005061698
8/29/2018,7074.6,7121.4,6926.7,7029.1,4110000,0.00647309
8/28/2018,6897.6,7129.7,6861.2,7074.6,3790000,-0.025019082
8/27/2018,6712.7,6902.9,6650.4,6897.6,3260000,-0.026806425
8/26/2018,6734.9,6892.7,6573.1,6712.7,3370000,0.003292267
8/25/2018,6680.6,6783.4,6655.3,6734.8,3590000,-0.008077448
8/24/2018,6521.2,6721.2,6472.8,6680.4,3700000,-0.023830908
8/23/2018,6359.9,6550.2,6359.2,6521.2,2760000,-0.024780715
8/22/2018,6482.2,6840.8,6304.8,6359.6,3630000,0.019277942
8/21/2018,6268.1,6484.1,6257.4,6482.2,1460000,-0.03302891
8/20/2018,6474.2,6516.4,6255.9,6268.1,3100000,0.034045405
8/19/2018,6379.1,6534.8,6316,6481.5,2710000,-0.015798812
8/18/2018,6581.8,6626.4,6295.5,6379.1,3150000,0.031759966
8/17/2018,6306.7,6581.7,6291.8,6581.7,3200000,-0.041782518
8/16/2018,6256.9,6470.9,6249.8,6306.7,3500000,-0.007896364
8/15/2018,6190.2,6592.8,6177.9,6256.9,3740000,-0.010660231
8/14/2018,6255.3,6255.3,5898.3,6190.2,3660000,0.010516623
8/13/2018,6313,6524.1,6159.6,6255.3,234090,0.009224178
8/12/2018,6232.1,6453,6169.8,6313,216330,-0.012894028
8/11/2018,6152.8,6469.6,6009.8,6231.6,247340,-0.012725464
8/10/2018,6539.5,6570.2,6043.4,6152.3,298820,0.062822034
8/9/2018,6283.7,6620.2,6197,6538.8,237660,-0.039028568
8/8/2018,6725.2,6725.2,6138.8,6283.6,311540,0.070230441
8/7/2018,6943.6,7149.7,6689.9,6724.9,232480,0.03252093
8/6/2018,7027.8,7143.6,6852.5,6943.6,168870,0.012025462
8/5/2018,7014,7087.6,6887.9,7027.1,177640,-0.00182152
8/4/2018,7418.9,7484.2,6949.7,7014.3,222570,0.05769642
8/3/2018,7535.6,7535.6,7293.5,7419,226460,0.015716404
8/2/2018,7606.4,7701.4,7470.6,7535.6,216340,0.009395403
8/1/2018,7728.5,7753.2,7449.2,7606.4,237690,0.016170593
7/31/2018,8176.4,8176.5,7649.8,7729.4,266940,0.057921702
7/30/2018,8214.7,8262,7874.4,8177.1,242210,0.004708271
7/29/2018,8231.5,8275.4,8113.3,8215.6,155240,0.002251814
7/28/2018,8186.8,8234.1,8077.4,8234.1,147140,-0.005671537
7/27/2018,7936.9,8273.8,7808.3,8187.4,243220,-0.03058358
7/26/2018,8173.9,8304.3,7861,7937,235450,0.029822351
7/25/2018,8404.9,8484.6,8062.1,8173.7,269230,0.028542765
7/24/2018,7723.1,8479.8,7701.9,8407,345320,-0.081360771
7/23/2018,7412.4,7809.6,7379.2,7723,272150,-0.04023048
7/22/2018,7409,7575.3,7343.7,7412.3,204160,-0.000485679
7/21/2018,7339.3,7460.8,7223.5,7408.7,160770,-0.009353868
7/20/2018,7477.6,7683.6,7292,7339.4,258850,0.018816252
7/19/2018,7383.9,7558.4,7288.8,7477.5,247250,-0.012557673
7/18/2018,7321.6,7581.2,7249.3,7383.6,333320,-0.008342814
7/17/2018,6729.8,7453.2,6666,7322,337750,-0.080865884
7/16/2018,6362.8,6749.2,6344.1,6729.9,312120,-0.054532757
7/15/2018,6254.8,6399.6,6238.5,6362.9,180670,-0.016989109
7/14/2018,6229.5,6313.5,6192.5,6254.8,243710,-0.003932979
7/13/2018,6250.8,6333.8,6144.5,6230.2,233220,0.003274373
7/12/2018,6389.1,6389.4,6088.8,6250.6,289240,0.022157873
7/11/2018,6307.2,6409.7,6296.6,6389.1,243820,-0.012818707
7/10/2018,6668.4,6686.8,6291.5,6307.2,315270,0.057061771
7/9/2018,6715.1,6793.8,6637.7,6667.1,289480,0.007154535
7/8/2018,6765.4,6784,6694.3,6714.8,267600,0.007550485
7/7/2018,6617.7,6805.9,6531.1,6765.5,114570,-0.021846131
7/6/2018,6546.5,6638.2,6458.3,6617.7,132690,-0.010759025
7/5/2018,6598,6693.6,6466.1,6546.5,166180,0.0079279
7/4/2018,6513.8,6774.5,6442.3,6598.4,143040,-0.012866756
7/3/2018,6618.6,6676.6,6513.5,6513.5,150190,0.016273893
7/2/2018,6349.1,6680,6275,6619.5,179920,-0.038175089
7/1/2018,6398.5,6445.1,6284.7,6366.8,128510,0.005041779
6/30/2018,6213.4,6498.5,6204,6398.9,189330,-0.029004985
6/29/2018,5883.2,6284.9,5818.5,6213.3,206960,-0.053079684
6/28/2018,6154.9,6178.4,5854,5883.5,156050,0.046129005
6/27/2018,6081.1,6187.3,6025.4,6154.9,133420,-0.011827974
6/26/2018,6256.9,6267.7,6060,6082.1,176660,0.028690748
6/25/2018,6155.1,6331.2,6101.7,6256.6,210690,-0.016302784
6/24/2018,6167.9,6248.3,5785.3,6154.6,240600,0.002063497
6/23/2018,6055.2,6259,6032.8,6167.3,142900,-0.018095439
6/22/2018,6728.2,6739.7,5955,6055.7,278220,0.11101937
6/21/2018,6765.8,6797.5,6695.1,6728,99290,0.005558859
6/20/2018,6752.3,6812.7,6575.1,6765.4,121480,-0.001921542
6/19/2018,6719.8,6839.5,6681.5,6752.4,120540,-0.004827913
6/18/2018,6460.5,6794.5,6410.9,6719.8,135700,-0.038617221
6/17/2018,6505.8,6593,6452.1,6460.3,90670,0.007043017
6/16/2018,6410,6564.2,6358,6505.8,108790,-0.014679209
6/15/2018,6647.3,6655.8,6395.7,6410.3,143530,0.036940549
6/14/2018,6312.3,6711.5,6283.6,6647.1,201540,-0.05036783
6/13/2018,6558.5,6624.6,6129.1,6312.3,237480,0.03895569
6/12/2018,6885.9,6887.2,6476,6558.2,178260,0.049967979
6/11/2018,6775.2,6910.8,6657.2,6885.9,174880,-0.016090852
6/10/2018,7515.8,7516.3,6668.1,6775.1,275690,0.1093268
6/9/2018,7622.1,7689,7493.3,7515.8,97560,0.014143538
6/8/2018,7697.9,7710.5,7556.9,7622.1,112880,0.009931646
6/7/2018,7661,7754.7,7657.7,7697.8,124000,-0.004780587
6/6/2018,7631.5,7699.1,7504.4,7661,130660,-0.003850672
6/5/2018,7507.4,7672.6,7391,7631.5,145230,-0.016667759
6/4/2018,7729.3,7759.9,7468.4,7504.3,141010,0.02998281
6/3/2018,7646.6,7775,7611.3,7729.3,116680,-0.010699546
6/2/2018,7530.8,7694.5,7467.9,7646.6,121180,-0.015143986
6/1/2018,7502.5,7610.4,7375.8,7530.8,135920,-0.003744622
5/31/2018,7400.8,7611.9,7355,7502.6,144520,-0.013661931
5/30/2018,7469.2,7565.2,7306.8,7400.1,140370,0.009135012
5/29/2018,7119.3,7533,7069.8,7467.7,186970,-0.046654258
5/28/2018,7367.3,7446.9,7090.6,7119.3,152290,0.034750608
5/27/2018,7361.9,7411.8,7267.5,7366.7,103290,-0.000733028
5/26/2018,7478.5,7619.3,7331.5,7361.3,103070,0.015812424
5/25/2018,7593.9,7653.4,7355.6,7477.7,161820,0.015405807
5/24/2018,7512.3,7736.6,7293.4,7592.9,211110,-0.01061518
5/23/2018,8005.7,8047.4,7467.6,7512.3,237600,0.065718888
5/22/2018,8403.8,8414.5,7979.3,8006,137510,0.049625281
5/21/2018,8529.5,8550.6,8375.5,8403.3,115520,0.014958409
5/20/2018,8243.9,8580.4,8184.7,8529,113760,-0.033286435
5/19/2018,8244.7,8389.1,8153.2,8245.1,107890,7.27705E-05
5/18/2018,8064.4,8273.6,7939.8,8245.7,150320,-0.022157003
5/17/2018,8344.6,8458.7,8022.3,8063,154360,0.034900161
5/16/2018,8477,8496.4,8120.1,8344.4,188030,0.015890897
5/15/2018,8674,8842.1,8436.5,8477,179620,0.02325115
5/14/2018,8693.4,8878.3,8305.1,8674.1,212050,0.002236543
5/13/2018,8489.1,8758.4,8330,8693.5,149800,-0.026916662
5/12/2018,8409.6,8646.1,8184.1,8459.5,210870,-0.006052367
5/11/2018,9026,9028.7,8359.6,8408.3,270620,0.073427447
5/10/2018,9319.2,9393.3,9013.4,9025.7,152710,0.032507174
5/9/2018,9194.9,9377.9,8988,9319.1,147890,-0.013166507
5/8/2018,9373.9,9404.4,9079.8,9196.4,157450,0.025575225
5/7/2018,9651.1,9675.6,9204.2,9431.6,165080,0.023834768
5/6/2018,9859.6,9957.7,9446.7,9656.4,150950,0.020411333
5/5/2018,9709.5,9992.8,9691.3,9853.5,158450,-0.014705435
5/4/2018,9747.6,9800.9,9549,9708.6,161550,0.00423336
5/3/2018,9244.2,9809.4,9171.4,9749.7,201180,-0.051950316
5/2/2018,9076.8,9265.7,8991.9,9243.2,137480,-0.01820798
5/1/2018,9245.1,9245.1,8851,9074.9,173350,0.018755028
4/30/2018,9415.8,9456.7,9135.4,9245.1,156830,0.018388119
4/29/2018,9352.2,9565.1,9182.8,9415.1,184720,-0.006659515
4/28/2018,8940.8,9428.9,8895.5,9352.4,199780,-0.043999401
4/27/2018,9282.8,9386.3,8920.2,8940.9,184910,0.03870975
4/26/2018,8874.5,9303.6,8669.8,9287,248390,-0.044567675
4/25/2018,9645,9753.1,8768.1,8873.1,395670,0.087027082
4/24/2018,8952.7,9734.8,8937,9645.3,260790,-0.071796626
4/23/2018,8809.3,9001,8785.3,8952.8,147540,-0.016318917
4/22/2018,8923.6,9022.3,8766.5,8806.7,161890,0.01321721
4/21/2018,8867,9027.7,8614.5,8923.1,206010,-0.006287053
4/20/2018,8292.3,8926.2,8224.5,8867,225960,-0.064982519
4/19/2018,8179,8303.7,8126.7,8290.8,155080,-0.013557196
4/18/2018,7908.5,8227.6,7895.3,8178.4,163260,-0.032989338
4/17/2018,8070,8171.7,7852.8,7908.6,162590,0.020408163
4/16/2018,8362.2,8412.9,7908.5,8070,197700,0.03638166
4/15/2018,8004.6,8411.5,8004.6,8363.6,160260,-0.042948013
4/14/2018,7891.1,8180.2,7839.3,8004.4,164710,-0.014616961
4/13/2018,7926.9,8228,7756.6,7887.4,296950,0.004969952
4/12/2018,6963.3,8009.6,6779.3,7926.6,398300,-0.121678904
4/11/2018,6855.6,6988.6,6818.4,6962.1,142070,-0.015412016
4/10/2018,6782.6,6899.5,6671.6,6854.8,134230,-0.010634884
4/9/2018,7035.7,7192.5,6633.2,6781.9,241190,0.036656394
4/8/2018,6905.9,7113.4,6903.9,7030.5,132510,-0.017751227
4/7/2018,6624.5,7071.9,6616.1,6905.7,177100,-0.040748947
4/6/2018,6783.7,6859.7,6523.4,6624.3,174900,0.023806289
4/5/2018,6808.7,6918.2,6592.5,6782,221700,0.003966382
4/4/2018,7423.8,7432.9,6726.9,6808.9,239510,0.09036702
4/3/2018,7067.2,7519.3,7032.9,7424.2,230800,-0.047924355
4/2/2018,6825.4,7121.3,6787.6,7068.4,199310,-0.034406655
4/1/2018,6939.1,7047.7,6460.1,6825.2,257530,0.016556291
3/31/2018,6856.5,7221.5,6804.9,6938.2,245300,-0.012178951
3/30/2018,7132.4,7288.1,6603.8,6853.7,417310,0.040197266
3/29/2018,7955.2,7980.7,6954.9,7129.2,348750,0.115819447
3/28/2018,7803,8110.4,7754.5,7954.9,167360,-0.01925857
3/27/2018,8146.5,8218.3,7760.6,7801.7,223100,0.043810964
3/26/2018,8474,8515.7,7865.9,8143.5,247180,0.040486277
3/25/2018,8549.1,8679,8392.2,8473.2,149520,0.008757022
3/24/2018,8917.3,9008.8,8523.6,8547.4,177430,0.043217821
3/23/2018,8725.3,8917,8305.6,8916.8,210110,-0.021375381
3/22/2018,8903.7,9096.2,8499.1,8726.2,223010,0.020593156
3/21/2018,8912.4,9173.4,8775.1,8905.9,218190,0.00075231
3/20/2018,8614.1,9039.6,8326.8,8912.6,253440,-0.033188968
3/19/2018,8200.9,8698.3,8127.7,8616.8,316960,-0.048231362
3/18/2018,7873.2,8283.6,7323.3,8201.2,348020,-0.03978686
3/17/2018,8198,8344.8,7760.2,7874.9,208050,0.052610192
3/16/2018,8264.3,8604.8,7929.1,8289.2,236130,-0.002991845
3/15/2018,8210.2,8427,7691.7,8264.4,326530,-0.006509849
3/14/2018,9154.9,9353.4,7958.5,8210.6,305450,0.115009865
3/13/2018,9138.7,9482,8875.1,9154.9,239460,-0.001911545
3/12/2018,9535.8,9892.2,8804.1,9137.4,257910,0.042922494
3/11/2018,8732.2,9719.6,8516.4,9529.6,266590,-0.080549026
3/10/2018,9216.2,9500,8691.1,8762,198730,0.051928783
3/9/2018,9301.9,9420.5,8351,9217,371460,0.009005099
3/8/2018,9910.7,10109,9037,9300,256260,0.064827957
3/7/2018,10779,10899,9422.1,9902.9,284540,0.077977158
3/6/2018,11314.2,11316.4,10412,10675.1,230650,0.061404577
3/5/2018,11415.7,11506.9,11281.2,11330.6,162110,0.00758124
3/4/2018,11402.8,11490.3,10878.4,11416.5,156400,-0.001243814
3/3/2018,10822.5,11420.7,9585.5,11402.3,172200,-0.050393342
3/2/2018,10904.5,11167,10677.1,10827.7,201690,0.007092919
3/1/2018,10335.1,11047.8,10248.7,10904.5,188770,-0.052327021
2/28/2018,10584.4,11070.7,10303.4,10333.9,215220,0.025208295
2/27/2018,10287.8,10867.2,10120.5,10594.4,202580,-0.029194669
2/26/2018,9590.9,10378.4,9410.3,10285.1,235940,-0.068049897
2/25/2018,9703.1,9860.3,9330.1,9585.2,196490,0.012425406
2/24/2018,10163.8,10506.1,9394.5,9704.3,239160,0.048030255
2/23/2018,9840.6,10419.1,9597.8,10170.4,271500,-0.032319279
2/22/2018,10470.1,10930.2,9743.9,9841.7,316630,0.064145422
2/21/2018,11240.9,11289.7,10252.2,10473,327140,0.073111811
2/20/2018,11169.7,11791.5,11119.9,11238.7,267560,-0.006166194
2/19/2018,10396.6,11250.5,10324.8,11169.4,215200,-0.068992068
2/18/2018,11073.7,11271.6,10137.2,10398.8,288910,0.064882486
2/17/2018,10177.3,11095.9,10070.9,11073.5,224760,-0.080805527
2/16/2018,10031.3,10294.3,9707.7,10178.7,206440,-0.013891754
2/15/2018,9475.6,10206.8,9348.5,10037.3,291280,-0.055891525
2/14/2018,8542.6,9500,8541.6,9476.3,246880,-0.098888807
2/13/2018,8906.2,8942.7,8378,8539.2,195870,0.042662076
2/12/2018,8083.6,8984.9,8083.6,8903.5,238670,-0.092278318
2/11/2018,8559.7,8564.2,7843.7,8081.9,236200,0.059107388
2/10/2018,8697.3,9066.6,8172.2,8559.6,263530,0.01637927
2/9/2018,8163.6,8735.6,7784.6,8699.8,233940,-0.061564634
2/8/2018,7595.1,8489.9,7595.1,8164.2,296100,-0.069755763
2/7/2018,7693.8,8536.5,7196.6,7594.7,445620,0.014022937
2/6/2018,6939.3,7896.2,5996.6,7701.2,886880,-0.099036514
2/5/2018,8220.8,8383.2,6651.9,6938.5,593890,0.18501117
2/4/2018,9241.5,9382.1,7932.1,8222.2,280940,0.123920605
2/3/2018,8894.4,9506.9,8249.3,9241.1,248710,-0.037647033
2/2/2018,9179.8,9201.4,7915.8,8893.2,519400,0.032373049
2/1/2018,10266.2,10303,8789.2,9181.1,358400,0.118101317
1/31/2018,10166.3,10397.7,9742.2,10265.4,208470,-0.009683013
1/30/2018,11244.5,11277.2,9917.7,10166,264720,0.106118434
1/29/2018,11794.9,11888.1,11119,11244.8,137420,0.048938176
1/28/2018,11471.2,12112.7,11433.3,11795.1,154630,-0.027774245
1/27/2018,11118,11621.7,10908.4,11467.5,163490,-0.030468716
1/26/2018,11203.1,11655.3,10389.4,11118.1,253910,0.007636197
1/25/2018,11439.9,11740.9,10983.8,11203,181810,0.022252968
1/24/2018,10899.4,11549.5,10584.5,11452.3,136060,-0.047946701
1/23/2018,10869,11438,10056.6,10903.2,188370,-0.003521902
1/22/2018,11597.5,11970.9,10136.8,10864.8,201730,0.06719866
1/21/2018,12857.1,12860.2,11164.5,11594.9,206960,0.109013446
1/20/2018,11579.2,13082.2,11567.3,12858.9,143900,-0.099440854
1/19/2018,11229.6,11973.2,10901.5,11580.2,170740,-0.028911418
1/18/2018,11202,12004.7,10660.2,11245.4,242450,-0.004721931
1/17/2018,11357.7,11769.6,9271.3,11192.3,361800,0.01516221
1/16/2018,13704.4,13711,10050.7,11362,317100,0.2055536
1/15/2018,13695.5,14396.6,13475.4,13697.5,73270,-0.000167914
1/14/2018,14291.9,14446.1,13094.7,13695.2,85120,0.043591915
1/13/2018,13896,14640.7,13888.2,14292.2,61140,-0.028372119
1/12/2018,13529.2,14176.4,13410,13886.7,82370,-0.025297587
1/11/2018,15046.7,15109.1,13048.3,13535.4,167810,0.111382006
1/10/2018,14778.5,15045.4,13613.1,15043,87070,-0.017582929
1/9/2018,14976.2,15324.6,14613.4,14778.5,71400,0.013377542
